id,name,role,cas_number,pubchem_cid,smiles,inchikey,pubchem_url,structure_image_url,structure_status,description
102,Spirodiclofen-enol,METABOLITE,,54719923,C1CCC2(CC1)C(=C(C(=O)O2)C3=C(C=C(C=C3)Cl)Cl)O,KIKARNYYJSEROI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/54719923,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/54719923/PNG,structure_available,
219,Sulfoxaflor,PESTICIDE,,16723172,CC(C1=CN=C(C=C1)C(F)(F)F)S(=NC#N)(=O)C,ZVQOOHYFBIDMTQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/16723172,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/16723172/PNG,structure_available,
220,Sulfoxaflor amide,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
181,TP256 (hydroxyl-bentazone),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
182,TP268 (oxidized N-methyl-bentazone form),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
183,TP284a (further oxidized N-methyl-bentazone form),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
184,TP284b (carboxylated bentazone form),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
185,TP285 (hydroxylated N-nitroso bentazone form),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
251,Tebuconazole,PESTICIDE,,86102,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,PXMNMQRDXWABCY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86102,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86102/PNG,structure_available,
17,Teflubenzuron,PESTICIDE,,91734,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F,CJDWRQLODFKPEL-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/91734,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/91734/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
298,Thiabendazole,PESTICIDE,,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,WJCNZQLZVWNLKY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/5430,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5430/PNG,structure_available,
246,Thiacloprid,PESTICIDE,,115224,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,HOKKPVIRMVDYPB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/115224,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/115224/PNG,structure_available,
247,Thiacloprid transformation products not resolved in current database source,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
18,Thiamethoxam,PESTICIDE,,5821911,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,NWWZPOKUUAIXIW-DHZHZOJOSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/5821911,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5821911/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
19,Thiophanate-Methyl,PESTICIDE,,3032791,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,QGHREAKMXXNCOA-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3032791,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3032791/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
65,Thiophanate-methyl,PESTICIDE,,3032791,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,QGHREAKMXXNCOA-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3032791,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3032791/PNG,structure_available,Duplicate naming variant; structure metadata copied from Thiophanate-Methyl.
20,Triazophos,PESTICIDE,,32184,CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2,AMFGTOFWMRQMEM-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/32184,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/32184/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
21,Trifloxystrobin,PESTICIDE,,11664966,C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,ONCZDRURRATYFI-TVJDWZFNSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11664966,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11664966/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
82,Trifloxystrobin acid,METABOLITE,,22899348,C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)O)/C2=CC(=CC=C2)C(F)(F)F,ISZQNKFXNXQTTF-NACSPRHISA-N,https://pubchem.ncbi.nlm.nih.gov/compound/22899348,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/22899348/PNG,structure_available,
34,Urea thiamethoxam,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
22,Vinclozolin,PESTICIDE,,39676,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,FSCWZHGZWWDELK-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/39676,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/39676/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
240,beta-cyfluthrin,PESTICIDE,,56608859,CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C,QQODLKZGRKWIFG-RUTXASTPSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/56608859,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/56608859/PNG,structure_available,
211,p-nitrophenol + dimethyl thiophosphate,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
