batch,pesticide,pathway_name,microorganism,completeness,step_order,substrate,product,reaction_label,enzyme,gene,evidence_type,doi,reference_title,source_pdf,evidence_note
21,Fenamiphos,Microbacterium esteraromaticum fenamiphos hydrolysis evidence,Microbacterium esteraromaticum,PARTIAL,1,Fenamiphos,Fenamiphos hydrolysis products,Organophosphorus hydrolase / esterase activity,Organophosphorus hydrolase / esterase,,WHOLE_CELL,10.1016/j.biortech.2008.12.043,Database DOI record for fenamiphos degradation by Microbacterium esteraromaticum,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports hydrolytic degradation evidence; product labels remain conservative until exact metabolites are curated from the source article.
21,Phosphonic acid,Escherichia coli phosphonic acid C-P lyase pathway,Escherichia coli,PARTIAL,1,Phosphonic acid,C-P bond cleavage products,C-P lyase-mediated phosphonate utilization,C-P lyase,phnC-phnP,GENETIC,10.1128/JB.01131-09,Database DOI record for phn operon-associated phosphonic acid utilization,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports genetic C-P lyase evidence; products are kept as a conservative cleavage-product label because the database source does not define a single pesticide-style metabolite.
21,Isoxaflutole,White-rot fungus isoxaflutole oxidative degradation evidence,Phanerochaete chrysosporium (ATCC 24725); Trametes versicolor,PARTIAL,1,Isoxaflutole,Oxidative transformation products not resolved in current database source,Laccase/peroxidase-associated oxidative transformation,Laccase; lignin peroxidase; manganese peroxidase,EC 1.10.3.2; LiP; MnP; bphA1; benA; bph; p450; ppah,WHOLE_CELL,10.1021/jf000397q,Database DOI record for fungal isoxaflutole degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports fungal oxidative degradation evidence; exact intermediates are not standardized in the current source table.
21,Quinclorac,Burkholderia cepacia WZ1 quinclorac aromatic-ring degradation evidence,Burkholderia cepacia WZ1,PARTIAL,1,Quinclorac,Chlorinated aromatic ring-cleavage products,Dioxygenase/reductase-associated aromatic degradation,"Phthalate dioxygenase reductase; chlorocatechol 1,2-dioxygenase",,WHOLE_CELL,10.1016/j.soilbio.2008.10.026,Database DOI record for quinclorac degradation by Burkholderia cepacia WZ1,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports dioxygenase-linked quinclorac degradation; the product label is conservative because named metabolites are not stored in the current source table.
21,Cyfluthrin/beta-cyfluthrin,Bacillus subtilis BSF01 beta-cyfluthrin carboxylesterase pathway,Bacillus subtilis BSF01,PARTIAL,1,Cyfluthrin/beta-cyfluthrin,Pyrethroid ester-cleavage products,Carboxylesterase-mediated ester hydrolysis,Carboxylesterase assay system,cesB,GENETIC,10.3389/fbioe.2020.00889,Database DOI record for Bacillus subtilis BSF01 beta-cyfluthrin carboxylesterase,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports cesB-linked carboxylesterase activity; product names are kept broad until exact pyrethroid cleavage metabolites are curated from the article.
21,Profenofos,Cupriavidus nantongensis X1 profenofos organophosphate hydrolase pathway,Cupriavidus nantongensis X1T,PARTIAL,1,Profenofos,Profenofos hydrolysis products,Organophosphate hydrolase-mediated hydrolysis,Organophosphate hydrolase OpdB,opdB,GENETIC,10.1021/acs.jafc.0c00132,Database DOI record for OpdB-mediated profenofos degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports OpdB-linked profenofos hydrolysis; exact product naming is deferred until metabolite names are standardized in the source data.
21,Endrin,Burkholderia and Cupriavidus endrin degradation evidence,Burkholderia sp. strain MED-7; Cupriavidus sp. strain MED-5,PARTIAL,1,Endrin,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s00253-008-1670-4,Database DOI record for bacterial endrin degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports whole-cell endrin degradation but does not store named intermediates in the current source table.
21,Phorate,Ralstonia eutropha AAJ1 phorate phosphatase degradation evidence,Ralstonia eutropha AAJ1,PARTIAL,1,Phorate,Phorate phosphoester-cleavage products,Phosphomonoesterase/phosphodiesterase-associated transformation,Phosphomonoesterase; phosphodiesterase,,WHOLE_CELL,10.1111/j.1472-765X.2009.02631.x,Database DOI record for phosphatase-associated phorate degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports phosphatase-associated degradation evidence; product naming is conservative because exact metabolites are not stored in the current source table.
22,Esfenvalerate,Bacillus sp. CBMAI2052 esfenvalerate carboxylesterase evidence,Bacillus sp. CBMAI2052,PARTIAL,1,Esfenvalerate,Pyrethroid ester-cleavage products,Carboxylesterase-associated hydrolysis,Carboxylesterases,,WHOLE_CELL,10.21577/0103-5053.20200051,Database DOI record for esfenvalerate degradation by Brazilian marine-derived bacteria,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports bacterial esfenvalerate degradation with carboxylesterase evidence; exact metabolite names are not standardized in the current source table.
22,Metalaxyl,Candida tropicalis metalaxyl degradation evidence,Candida tropicalis,PARTIAL,1,Metalaxyl,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s00284-020-02121-0,Database DOI record for metalaxyl degradation by Candida tropicalis,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The current database source supports microbial degradation but does not store named transformation products.
22,Dithiocarbamate,Pseudomonas dithiocarbamate degradation evidence,Pseudomonas otitidis strain TD-8; Pseudomonas stutzeri strain TD-18,PARTIAL,1,Dithiocarbamate,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s11356-022-22731-4,Database DOI record for dithiocarbamate degradation by Pseudomonas strains,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports whole-cell degradation; no exact transformation product is stored in the current source table.
22,Cypermethrin,Lysinibacillus cresolivuorans HIS7 cypermethrin degradation evidence,Lysinibacillus cresolivuorans strain HIS7,PARTIAL,1,Cypermethrin,Pyrethroid degradation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.3390/plants10091903,Database DOI record for cypermethrin degradation by Lysinibacillus cresolivuorans HIS7,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports cypermethrin biodegradation; exact metabolites are not standardized in the current source table.
22,Thiacloprid,Ensifer adhaerens TMX-23 thiacloprid nitrile-hydration evidence,Ensifer adhaerens TMX-23,PARTIAL,1,Thiacloprid,Thiacloprid transformation products not resolved in current database source,Nitrile-hydratase-associated transformation,Nitrile hydratase,nhcA; nhpA; nhnR/nhnS; nhnH/nhnO,GENETIC,10.1111/jam.15172,Database DOI record for thiacloprid degradation by Ensifer adhaerens TMX-23,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports genetic nitrile-hydratase-associated evidence; exact product names are not stored in the current source table.
22,Propylene oxide,Xanthobacter Py2 propylene oxide oxidoreductase evidence,Xanthobacter strain Py2,PARTIAL,1,Propylene oxide,Propylene oxide oxidation products,Pyridine nucleotide-disulfide oxidoreductase-associated transformation,Pyridine nucleotide-disulfide oxidoreductase,X.ORF3,PURIFIED_ENZYME,10.1128/jb.178.22.6644-6646.1996,Database DOI record for Xanthobacter Py2 propylene oxide oxidoreductase,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports enzymatic oxidoreductase evidence; the product label is conservative because exact metabolites are not standardized in the current source table.
22,Dichlobenil,Nocardia sp. DDN dichlobenil degradation evidence,Nocardia sp. DDN,PARTIAL,1,Dichlobenil,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.envpol.2009.06.003,Database DOI record for dichlobenil degradation by Nocardia sp. DDN,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not stored in the current source table.
22,Tebuconazole,Trametes versicolor tebuconazole laccase evidence,Trametes versicolor ATCC 42530,PARTIAL,1,Tebuconazole,Oxidative transformation products not resolved in current database source,Laccase-associated oxidative degradation,Laccase,,WHOLE_CELL,10.1016/j.ecoenv.2020.110419,Database DOI record for tebuconazole degradation by Trametes versicolor,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports fungal laccase-associated degradation; exact intermediates are not standardized in the current source table.
22,Fludioxonil,Pseudomonas and consortium fludioxonil degradation evidence,Pseudomonas sp.; Ochrobactrum sp.; Comamonas sp.,PARTIAL,1,Fludioxonil,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.jhazmat.2020.122545,Database DOI record for fludioxonil degradation by bacterial isolates,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports bacterial degradation; no exact product names are stored in the current source table.
22,Methomyl,Aminobacter aminovorans MDW-2 methomyl hydrolase pathway,Aminobacter aminovorans MDW-2,PARTIAL,1,Methomyl,Methomyl C-N hydrolysis products,Carbamate C-N bond hydrolysis,Carbamate C-N hydrolase AmeH,AmeH,GENETIC,10.1128/AEM.02005-20.,Database DOI record for methomyl hydrolase AmeH,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports AmeH carbamate C-N hydrolase evidence; the product label is conservative until exact product names are standardized in the source data.
23,Pirimiphos-Methyl,Lactobacillus plantarum pirimiphos-methyl degradation evidence,Lactobacillus plantarum,PARTIAL,1,Pirimiphos-Methyl,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1111/lam.12128,Database DOI record for pirimiphos-methyl degradation by Lactobacillus plantarum,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
23,Fenpropathrin,Sphingobium sp. JQL4-5 fenpropathrin hydrolase evidence,Sphingobium sp. JQL4-5(JQL4-5-mpd),PARTIAL,1,Fenpropathrin,Pyrethroid ester-cleavage products,Hydrolase-associated pyrethroid degradation,Methyl parathion hydrolase,mpd,GENETIC,10.1016/j.jenvman.2010.06.010,Database DOI record for mpd-associated fenpropathrin degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports mpd hydrolase-associated degradation; exact product names are kept broad until metabolites are standardized in the source data.
23,Prochloraz,Bacillus cereus WD-2 prochloraz degradation evidence,Bacillus cereus strain WD-2,PARTIAL,1,Prochloraz,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1371/journal.pone.0220975,Database DOI record for prochloraz degradation by Bacillus cereus WD-2,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial prochloraz degradation; exact products are not stored in the current source table.
23,Ethoprophos,Sphingomonas and Flavobacterium ethoprophos degradation evidence,Sphingomonas paucimobilis; Flavobacterium sp.,PARTIAL,1,Ethoprophos,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.femsec.2005.01.012,Database DOI record for ethoprophos degradation in soil bacteria,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
23,Flubendiamide,Botryosphaeria and fungal flubendiamide laccase evidence,Botryosphaeria rhodina; Trichoderma koningiopsis; Neurospora sp.,PARTIAL,1,Flubendiamide,Oxidative transformation products not resolved in current database source,Laccase/peroxidase-associated transformation,Laccase,,WHOLE_CELL,10.1007/s13213-019-01536-w,Database DOI record for fungal flubendiamide degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports fungal enzymatic/degradation evidence; exact products are not standardized in the current source table.
23,Mesotrione,Amycolatopsis nivea La24 mesotrione nitroreductase evidence,Amycolatopsis nivea La24,PARTIAL,1,Mesotrione,Mesotrione reduction products,Nitroreductase-associated transformation,Nitroreductase,,WHOLE_CELL,10.1016/j.jhazmat.2024.134951,Database DOI record for mesotrione degradation by Amycolatopsis nivea La24,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports nitroreductase-associated degradation; exact product labels are conservative until metabolites are standardized in the source table.
23,Boscalid,Lysinibacillus and Bacillus boscalid degradation evidence,Lysinibacillus boronitolerans; Peribacillus muralis; Bacillus simplex,PARTIAL,1,Boscalid,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.envpol.2022.120484,Database DOI record for boscalid degradation by Bacillus-related isolates,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation but does not store named transformation products.
23,Chlorpropham,Bacillus licheniformis NKC-1 chlorpropham hydrolase pathway,Bacillus licheniformis NKC-1,PARTIAL,1,Chlorpropham,3-chloroaniline and downstream chlorocatechol products,Hydrolysis followed by dioxygenase-associated aromatic transformation,"Chlorpropham hydrolase; 3-chloroaniline dioxygenase; 4-chlorocatechol 1,2-dioxygenase",,WHOLE_CELL,10.1007/s11274-018-2494-8,Database DOI record for chlorpropham degradation by Bacillus licheniformis NKC-1,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports hydrolase and dioxygenase evidence for chlorpropham degradation; the product label summarizes the supported enzyme sequence conservatively.
23,Clothianidin,Pseudomonas clothianidin degradation evidence,Pseudomonas oleovorans SA2; Pseudomonas stutzeri strain SMK,PARTIAL,1,Clothianidin,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1021/acsomega.3c09749,Database DOI record for clothianidin degradation by Pseudomonas oleovorans SA2,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact product names are not standardized in the current source table.
23,Dinotefuran,Burkholderia sp. C3 dinotefuran hydrolase evidence,Burkholderia sp. C3,PARTIAL,1,Dinotefuran,Dinotefuran hydrolysis products,Carbaryl hydrolase-associated transformation,Carbaryl hydrolase,cahA,GENETIC,10.1007/s10532-013-9629-2,Database DOI record for Burkholderia sp. C3 hydrolase-associated dinotefuran degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports cahA hydrolase-associated degradation; exact product names are kept conservative until standardized in the source table.
24,Etoxazole,Paracoccus versutus Y4 etoxazole transformation evidence,Paracoccus versutus Y4,PARTIAL,1,Etoxazole,Etoxazole monooxygenase/dehydrogenase/hydrolase transformation products,"Monooxygenase, dehydrogenase, and hydrolase-associated transformation",Monooxygenase; dehydrogenase; hydrolase,,WHOLE_CELL,10.1016/j.jhazmat.2025.138448,Database DOI record for etoxazole degradation by Paracoccus versutus Y4,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports enzyme-class evidence for etoxazole degradation; exact metabolites are not standardized in the current source table.
24,Fenitrothion,Burkholderia sp. FDS-1 fenitrothion hydrolase pathway,Burkholderia sp. FDS-1,PARTIAL,1,Fenitrothion,Fenitrothion organophosphorus hydrolysis products,Organophosphorus hydrolase-mediated hydrolysis,Organophosphorus hydrolase,mpd,GENETIC,10.1007/s10532-005-7130-2,Database DOI record for mpd-associated fenitrothion degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports mpd hydrolase-associated degradation; exact product names are kept conservative until metabolites are standardized in the source data.
24,Folpet,Bacillus subtilis C5 folpet esterase evidence,Bacillus subtilis C5,PARTIAL,1,Folpet,Folpet esterase hydrolysis products,Esterase-associated hydrolysis,Esterase B1,,WHOLE_CELL,10.1155/2014/863094,Database DOI record for folpet degradation by Bacillus subtilis C5,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports esterase/hydrolase evidence for folpet degradation; exact product names are not standardized in the current source table.
24,Imazethapyr,Pseudomonas sp. IM-4 imazethapyr degradation evidence,Pseudomonas sp. IM-4,PARTIAL,1,Imazethapyr,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s00284-009-9442-7,Database DOI record for imazethapyr degradation by Pseudomonas sp. IM-4,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not stored in the current source table.
24,Prothioconazole,Candida and bacterial prothioconazole degradation evidence,Candida tropicalis strain W123; Enterobacter cloacae strain Y2625; Pseudomonas aeruginosa strain W313,PARTIAL,1,Prothioconazole,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.ecoenv.2020.111203,Database DOI record for prothioconazole degradation by microbial strains,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact products are not standardized in the current source table.
24,Cadusafos,Cadusafos-degrading isolate CadI/CadII evidence,Isolate CadI; Isolate CadII,PARTIAL,1,Cadusafos,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.femsec.2005.01.012,Database DOI record for cadusafos-degrading isolates,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial cadusafos degradation; exact transformation products are not stored in the current source table.
24,Chlorantraniliprole,Pseudomonas sp. GW13 chlorantraniliprole amidase evidence,Pseudomonas sp. GW13,PARTIAL,1,Chlorantraniliprole,Chlorantraniliprole amidase transformation products,Amidase-associated hydrolysis,Amidase,,WHOLE_CELL,10.3390/bioengineering6040106,Database DOI record for chlorantraniliprole degradation by Pseudomonas sp. GW13,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports amidase-associated degradation; exact product labels are conservative until metabolites are standardized in the source table.
24,Dicofol,Trichoderma longbrachiatum dicofol cellulase-associated evidence,Trichoderma longbrachiatum,PARTIAL,1,Dicofol,Dicofol enzymatic transformation products,Cellulase-associated enzymatic transformation,Cellulase,,PURIFIED_ENZYME,10.1016/j.jes.2014.12.023,Database DOI record for enzymatic dicofol degradation by Trichoderma longbrachiatum,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports enzymatic dicofol degradation; exact metabolites are not standardized in the current source table.
24,Ethion,Azospirillum and Pseudomonas ethion degradation evidence,Azospirillum species; Pseudomonas species,PARTIAL,1,Ethion,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.femsle.2004.09.010,Database DOI record for ethion degradation by Azospirillum and Pseudomonas species,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial ethion degradation; exact products are not stored in the current source table.
24,Azinphos-Methyl,Pseudomonas fluorescens DSM 1976 azinphos-methyl degradation evidence,Pseudomonas fluorescens DSM 1976,PARTIAL,1,Azinphos-Methyl,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1021/jf00121a026,Database DOI record for azinphos-methyl degradation by Pseudomonas fluorescens DSM 1976,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
25,Captan,Bacillus circulans Captan degradation evidence,Bacillus circulans,PARTIAL,1,Captan,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1021/jf1030339,Database DOI record for captan degradation by Bacillus circulans,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial captan degradation; exact transformation products are not standardized in the current source table.
25,Chlordane,Phanerochaete chrysosporium BKM-F-1767 Chlordane degradation evidence,Phanerochaete chrysosporium BKM-F-1767,PARTIAL,1,Chlordane,Fungal oxidative transformation products not resolved in current database source,White-rot fungal transformation,,,WHOLE_CELL,10.1128/aem.56.8.2347-2353.1990,Database DOI record for chlordane degradation by Phanerochaete chrysosporium,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports fungal chlordane degradation; exact metabolites are not standardized in the current source table.
25,Cyprodinil,Acinetobacter johnsonii LXL_C1 Cyprodinil degradation evidence,Acinetobacter johnsonii LXL_C1,PARTIAL,1,Cyprodinil,Cytochrome P450-associated transformation products,Genomic cytochrome P450-associated transformation,Cytochrome P450 monooxygenase,frmA; ADH5; adhC; catA,GENETIC,10.1016/j.micpath.2018.11.016,Database DOI record for cyprodinil-associated genomic evidence in Acinetobacter johnsonii,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports genomic/P450-associated evidence; exact products are not standardized in the current source table.
25,Dimethomorph,Bacillus cereus WL08 Dimethomorph degradation evidence,Bacillus cereus WL08,PARTIAL,1,Dimethomorph,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.jhazmat.2020.122806,Database DOI record for dimethomorph degradation by Bacillus cereus WL08,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
25,Diquat,Meyerozyma guilliermondii strain Wyslmt Diquat degradation evidence,Meyerozyma guilliermondii strain Wyslmt,PARTIAL,1,Diquat,Microbial transformation products not resolved in current database source,Whole-cell degradation with reported gene lead,,DN676,GENETIC,10.3389/fmicb.2022.993721,Database DOI record for diquat degradation by Meyerozyma guilliermondii,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation with a gene lead; exact transformation products are not standardized in the current source table.
25,Emamectin benzoate,Aeromonas taiwanensis ZJB-18044 Emamectin benzoate degradation evidence,Aeromonas taiwanensis ZJB-18044,PARTIAL,1,Emamectin benzoate,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s10532-020-09909-8,Database DOI record for emamectin benzoate degradation by Aeromonas taiwanensis,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact products are not standardized in the current source table.
25,Fenhexamid,Serratia sarumanii strain GBS19 Fenhexamid degradation evidence,Serratia sarumanii strain GBS19,PARTIAL,1,Fenhexamid,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s10532-025-10144-2,Database DOI record for fenhexamid degradation by Serratia sarumanii,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact products are not standardized in the current source table.
25,Fluazinam,Paenibacillus polymyxa Fluazinam degradation evidence,Paenibacillus polymyxa,PARTIAL,1,Fluazinam,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.ecoenv.2018.10.093,Database DOI record for fluazinam degradation by Paenibacillus polymyxa,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact products are not standardized in the current source table.
25,Haloxyfop,Myrothecium verrucaria Haloxyfop degradation evidence,Myrothecium verrucaria,PARTIAL,1,Haloxyfop,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1016/j.scitotenv.2024.178012,Database DOI record for haloxyfop degradation by Myrothecium verrucaria,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact products are not standardized in the current source table.
25,Heptachlor,Shigella sp. Heptachlor degradation evidence,Shigella sp.,PARTIAL,1,Heptachlor,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.2166/wst.2018.127,Database DOI record for heptachlor degradation by Shigella sp.,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
26,Indoxacarb,Bacillus cereus Indoxacarb degradation evidence,Bacillus cereus,PARTIAL,1,Indoxacarb,Indoxacarb carboxylesterase hydrolysis products,Carboxylesterase-associated hydrolysis,Carboxylesterase,,WHOLE_CELL,10.1016/j.bjm.2016.01.012,Database DOI record for indoxacarb degradation by Bacillus cereus,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports carboxylesterase-associated degradation; exact product names are not standardized in the current source table.
26,Pyrimethanil,Serratia sarumanii SBS19 Pyrimethanil degradation evidence,Serratia sarumanii SBS19,PARTIAL,1,Pyrimethanil,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s10532-025-10144-2,Database DOI record for pyrimethanil degradation by Serratia sarumanii,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
26,Thiabendazole,Sphingomonas phylotype (B13) Thiabendazole degradation evidence,Sphingomonas phylotype (B13),PARTIAL,1,Thiabendazole,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1007/s00253-017-8128-5,Database DOI record for thiabendazole degradation by Sphingomonas phylotype B13,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
26,Carbosulfan,Bacillus licheniformis strain B-1 Carbosulfan degradation evidence,Bacillus licheniformis strain B-1,PARTIAL,1,Carbosulfan,Carbosulfan phosphodiesterase-associated products,Phosphodiesterase-associated transformation,Phosphodiesterase,,WHOLE_CELL,10.1007/s10532-020-09899-7,Database DOI record for carbosulfan degradation by Bacillus licheniformis strain B-1,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports phosphodiesterase-associated degradation; exact metabolites are not standardized in the current source table.
26,Propoxur,Arthrobacter sp. Propoxur degradation evidence,Arthrobacter sp.,PARTIAL,1,Propoxur,Microbial transformation products not resolved in current database source,Whole-cell degradation,,,WHOLE_CELL,10.1080/03601239209372800,Database DOI record for propoxur degradation by Arthrobacter sp.,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database supports microbial degradation; exact transformation products are not standardized in the current source table.
