pmid,doi,year,title,journal,authors,publication_types,abstract,manual_review_status,database_match_status,matched_database_sections
42264743,10.1016/j.pestbp.2026.107142,2026,Resistance to cyhalofop-butyl and metamifop in Echinochloa crus-galli var. mitis conferred by the Cys-2088-Arg mutation in ACCase gene and GST-mediated enhanced metabolism.,Pesticide biochemistry and physiology,Yu X; Xie C; Guo Q; Sun J; Yang Y; Tang W,Journal Article,"Echinochloa crus-galli var. mitis (ECM) is one of the major Echinochloa species in the rice field, with increasing reports of herbicide resistance. This study identified an ECM population (ECM_2312) exhibiting cross-resistance to four acetyl-CoA carboxylase (ACCase)-inhibiting herbicides, including cyhalofop-butyl (8.7-fold), metamifop (15.8-fold), clodinafop-propargyl (16.1-fold) and fenoxaprop-P-ethyl (25.0-fold)，compared with the susceptible population ECM_2201. A Cys-2088-Arg mutation was detected in ACCase2C gene copy in ECM_2312, confirming the involvement of that target-site resistance. Liquid chromatography-tandem mass spectrometry (HPLC-MS) analysis revealed that the degradation of the herbicides active forms (cyhalofop-acid and metamifop) were faster in the resistant population than in the susceptible population. Pretreatment with the glutathione S-transferase (GST) inhibitor, 4-chloro-7-nitrobenzoxadiazole (NBD-Cl) reduced the resistance level from 8.7-fold to 4.9 fold for cyhalofop-butyl and from 15.8-fold to 3.0-fold for metamifop. Moreover, GST activity was consistently higher in the resistant population than the susceptible population, both in the absence and presence of herbicide treatment. Furthermore, five GST genes exhibited sustained overexpression for 96 h in the resistant plants following exposure to either cyhalofop-butyl or metamifop. This study demonstrated an ECM population possesses both a target-site mutation (Cys-2088-Arg) and GST-mediated enhanced metabolic resistance to ACCase-inhibiting herbicides.",Needs manual review before database use,NEW_CANDIDATE,
42264721,10.1016/j.pestbp.2026.107179,2026,"Insecticide resistance and metabolic detoxification patterns in geographically distinct populations of the brown planthopper, Nilaparvata lugens from India.",Pesticide biochemistry and physiology,Naik VCB; Akhilesh K; Rakhesh S; Padmavathi C; Rao DS; Kumar J; Sundaram RM,Journal Article,"The brown planthopper is a major rice pest in India and intensive insecticide use has led to widespread resistance development. To assess the current resistance status, we evaluated 14 field populations of Nilaparvata lugens collected from eight states across India against five commonly used insecticides - imidacloprid, dinotefuran, pymetrozine, triflumezopyrim and buprofezin- using rice stem dipping method during 2024-2025 at ICAR- Indian Institute of Rice Research, Hyderabad, India. The results revealed considerable variation in resistance levels among populations. Moderate to high resistance was recorded to imidacloprid (RR: 24.81-63.61) and buprofezin (RR: 11.85-56.53), particularly in Maruteru, Nalgonda, and Gangavathi populations. Dinotefuran (RR: 6.82-21.99) and pymetrozine (RR: 4.17-25.96) exhibited low to moderate resistance, while triflumezopyrim remained effective and recorded low resistance ratio (3.28-13.13 folds). Biochemical assays revealed significant elevation in detoxification enzyme activities among field populations. Cytochrome P450 monooxygenase activity was strongly correlated with resistance to imidacloprid, dinotefuran and buprofezin, indicating a central role of cytochrome P450 monooxygenases in metabolic resistance. Esterase activity exhibited a moderate and significant association with resistance to imidacloprid and triflumezopyrim, whereas glutathione S-transferase activity was significantly associated only with imidacloprid. Cluster analysis grouped populations into distinct biochemical clusters, indicating variability in metabolic resistance patterns among regions. The findings highlight increasing resistance in N. lugens populations and emphasize the importance of continuous resistance monitoring and integrated resistance management strategies for sustainable rice production.",Needs manual review before database use,NEW_CANDIDATE,
42257755,10.1007/s10653-026-03279-5,2026,Multi-level assessment of chronic toxicity of the insect growth regulator lufenuron in the non-target aquatic organism Daphnia magna.,Environmental geochemistry and health,Dane H; Aksakal Ö; Şişman T; Gür C; Alat Ö,Journal Article,"Lufenuron, a benzoylurea insect growth regulator, is widely used against various pest species. Despite its broad application, multi-level studies addressing the chronic and sublethal effects of lufenuron on Daphnia magna remain limited. In this study, we evaluated the physiological, biochemical, and transcriptional responses of D. magna exposed to three lufenuron concentrations (0.01, 0.025, and 0.06 µg/L) over 21 days. The 48-h EC50 was determined as 0.383 µg/L. Chronic exposure was associated with decreased survival, body length, molting frequency, and heart rate. Reproductive performance was also impaired, as shown by a reduced total number of offspring per female and delayed first brood. Biochemical analyses showed increased MDA levels and elevated SOD and CAT activities, along with decreased GST activity. Transcriptional analyses revealed significant induction of Nrf2, upregulation of SOD and CAT, suppression of GST at low concentrations, and significant upregulation of CYP360A8, CYP4, HR96P, and P-gp, while CYP314 expression remained unchanged. In addition, VTG expression increased, whereas CUT and DMRT expression decreased, indicating modulation of genes associated with reproduction and development. These results suggest that chronic lufenuron exposure can adversely affect multiple biological endpoints in D. magna and highlight the importance of considering sublethal effects in ecological risk assessment.",Needs manual review before database use,NEW_CANDIDATE,
42243155,10.1038/s41598-026-54655-1,2026,Larvicidal activity of essential oils and nanoemulsions against Culex pipiens larvae (Diptera: Culicidae).,Scientific reports,Abdel-Ghany HSM; Ayoob F; Baiome BA; Allam SA; Youssef AA; Kabadaia MM; Abdel-Shafy S,"Journal Article; Research Support, Non-U.S. Gov't","Mosquitoes and mosquito-borne diseases are a growing global challenge. Vector control strategies have recently transitioned from chemical insecticides to botanical products. This study evaluated the larvicidal efficacy of dill, lime, and wormwood essential oils (EOs), along with their combinations and nanoemulsions (NEs), against Culex pipiens third-instar larvae over 48 h. Gas chromatography mass spectrometry (GC-MS) analysis revealed major components for dill EO (Apiol 25.46%, Carvone 24.13%, and D-Limonene 23.47%), lime EO (D-Limonene 24.16%, α-Terpineol 13.12%, and β-Pinene 11.98%), and wormwood EO (davanone 33.8%, and camphor 25.67%). The TEM image showed spherical NE droplets (40-160 nm). The droplet size and polydispersity index (PDI) were (164 nm and 0.2), (211.6 nm and 0.2), and (160.8 nm and 0.6) for dill, lime, and wormwood NEs, respectively. Based on LC50 values after 30 min, the dill EO showed the highest larvicidal activity (LC50 = 286.9 ppm; confidence interval (CI) 226.85-341.52 ppm), followed by dill NE (LC50 = 518.9 ppm; CI 290.4 -765.1 ppm) and then (dill + lime) binary combination (LC50 = 1502 ppm; CI 1403.9-1605.4 ppm). The EO showed faster larvicidal activity than NEs, particularly within 30 min. NEs didn't significantly enhance efficacy over crude EOs. Enzyme assays showed variable effects: dill, lime, and wormwood EOs reduced GST activity, whereas their corresponding NEs generally increased enzyme activity at most exposure times. These findings indicate that botanical formulations, particularly those derived from dill, may serve as promising biodegradable alternatives for vector control. However, optimizing essential oil ratios is needed to maximize synergistic effects, and comprehensive assessments of toxicity and environmental impact are required before large-scale application.",Needs manual review before database use,NEW_CANDIDATE,
42205059,10.1021/acs.jafc.6c03265,2026,Structural and Functional Insights into a Honey Bee Omega-Class Glutathione S-Transferase Mediating Chemical Sequestration and Antioxidative Stress.,Journal of agricultural and food chemistry,Koirala S; Moural TW; Bhattarai G; Phan NT; Rajotte EG; Biddinger DJ; Zhu F,Journal Article,"The European honey bee (Apis mellifera L.) is an essential crop pollinator and is frequently exposed to pesticide residues that may compromise bee health. Mechanisms underlying chemical adaptation and detoxification in honey bees remain incompletely understood, particularly those involving glutathione S-transferases (GSTs). Here, we structurally and functionally characterized omega-class GST AmGSTO1. AmGSTO1 was highly expressed in the fat bodies of nurse and forager bees. X-ray crystallography resolved the glutathione (GSH)-bound AmGSTO1 structure, revealing an active-site cysteine characteristic of omega GSTs. Enzyme assays showed greater catalytic efficiency toward the thioltransferase substrate HED than toward CDNB or PNA. Disc diffusion and bacterial survival assays demonstrated antioxidant activity against cumene hydroperoxide, hydrogen peroxide, and paraquat. Fluorescence binding assays indicated agrochemical binding, while HPLC detected no significant substrate depletion, suggesting a sequestration rather than catalytic role. Overall, AmGSTO1 may contribute to the protection against agrochemical toxicity and oxidative stress in honey bees.",Needs manual review before database use,NEW_CANDIDATE,
42202517,10.1016/j.jhazmat.2026.142448,2026,"Differential effects of a novel mesoionic insecticide, triflumezopyrim, on Apis mellifera and Apis cerana.",Journal of hazardous materials,Zhang ML; Wang SW; Li WM; Krongdang S; Wu YY; Dai PL; Li SS; Gao J,Journal Article,"This study investigates the toxicological effects of Triflumezopyrim (TRF), a novel mesoionic insecticide, on two closely related honey bee species, Apis mellifera and Apis cerana. In acute oral toxicity assays, A. cerana exhibited a lower LC50 value (3.413 mg/L) compared to A. mellifera (17.495 mg/L), indicating approximately 5-fold higher sensitivity to TRF. Transcriptomic analysis revealed differential gene expression patterns related to detoxification, neurotransmission, and immune responses between A. mellifera and A. cerana following TRF exposure, suggesting potential differences in molecular responses that require further validation. A. mellifera displayed enhanced cytochrome P450 and UGT expression, which likely contribute to its higher tolerance, while A. cerana showed obvious downregulation of genes involved in neurotransmission and immune function. Additionally, sublethal TRF exposure caused an initial oxidative imbalance, as indicated by significantly upregulated P450 activity in A. mellifera but a strong reduction in A. cerana, while GST activity was significantly upregulated in both species, alongside decreased GSH levels and reduced LPO, suggesting that different antioxidant and detoxification responses may occur in the two species after TRF exposure. Moreover, the downregulation of neurotransmission related genes (i.e., ACHE, GAD, and GLS) indicated the disruption of synaptic transmission in A. cerana. Consistent with the molecular differences, both the two honey bees exhibited reduced climbing ability and sucrose responsiveness after chronic TRF exposure, with the effects being more pronounced in A. cerana. These laboratory-based hazard identification findings reveal the differential susceptibility of A. mellifera and A. cerana to TRF under controlled conditions, providing foundational data for future refinements of pollinator hazard assessment protocols in regions where both species coexist.",Needs manual review before database use,NEW_CANDIDATE,
42144774,10.1093/jisesa/ieag034,2026,Chemical composition of Deverra scoparia essential oil under different drying conditions and its insecticidal properties against Parlatoria blanchardi (Hemiptera: Diaspididae).,Journal of insect science (Online),Hammoudi R; Chebrouk F; Benameur-Saggou H; Belkhalfa H; Hadj Mahammed M; Abou-Mustapha M; Rashwan AK; El-Harairy A,Journal Article,"Parlatoria blanchardi Targ. (Hemiptera: Diaspididae) is a destructive scale insect that causes serious damage to date palm plantations. The essential oil (EO) of Deverra scoparia Coss. & Durieu was investigated for its insecticidal activity against P. blanchardi under different drying methods. This is the first time to our knowledge that the insecticidal activity against P. blanchardi has been reported for the plant species D. scoparia. This study evaluates, for the first time, the bioactivity of D. scoparia EO, as well as its insecticidal activity against P. blanchardi under different drying techniques (air drying, sun drying, and microwave drying at 264, 400, and 800 W). The chemical composition of D. scoparia EO was identified and characterized using gas chromatography mass spectrometry (GC-MS). In addition, the responses of the target enzyme acetylcholinesterase (AChE) and 2 key detoxification enzymes, carboxylesterase (CarE) and glutathione S-transferase (GST), in P. blanchardi were investigated to elucidate the underlying mechanisms of toxicity. Our data showed that a total of 32 compounds were identified, with myristicin (43.44% to 69.73%), D-limonene (6.61% to 12.57%), dillapiole (0.74% to 10.87%), α-phellandrene (0.47% to 8.16%), and α-pinene (4.36% to 8.10%) as the dominant constituents. Insecticidal activity varied markedly with drying technique; microwave drying at 264 W produced the most toxic EO against adult stages (LC50 = 0.12 to 0.13 µl/ml), while sun-dried EO showed the highest efficacy against immature stages. Enzyme assays revealed that microwave-derived oils significantly increased AChE activity while strongly suppressing CarE and GST activities. Our findings suggest that this plant might be efficient as a potential alternative control agent for P. blanchardi.",Needs manual review before database use,NEW_CANDIDATE,
42138572,10.1002/arch.70163,2026,Integrated Transcriptomic and Enzymatic Analysis Reveals the Detoxification Response of Asian Spongy Gypsy Moth Lymantria dispar asiatica to Chlorantraniliprole.,Archives of insect biochemistry and physiology,Wagan S; Zhang J; Khoso MA; Batool Y; Sun L; Cao C,Journal Article,"The Asian spongy moth, Lymantria dispar asiatica, is a polyphagous defoliator capable of damaging a wide range of tree species and is recognized as a major forest pest worldwide. Chlorantraniliprole, a widely used anthranilic diamide insecticide, is highly effective against lepidopteran pests; however, the molecular detoxification mechanisms employed by L. dispar asiatica in response to this compound remain poorly understood. In this study we investigated the integrated transcriptomic and enzymatic detoxification response of third-instar L. dispar asiatica larvae following exposure to response to acute LC₅₀ exposure concentrations of chlorantraniliprole. Toxicity was first determined using a leaf-dip bioassay. Transcriptomic analysis identified 167769 differentially expressed genes (DEGs), which were significantly enriched in metabolic and detoxification-related pathways, including drug metabolism, glutathione metabolism, and cytochrome P450 pathways. Quantitative real-time PCR (q-RT-PCR) further validated the upregulation of several key detoxification genes, including CYP6AN15v1, CYP6AE51, GSTe1, and UGT2. Interestingly, transcriptome-wide analysis also revealed a broad downregulation of numerous genes within the cytochrome P450 and UDP-glycosyltransferase (UGT) families. Consistent with these transcriptional patterns, enzyme activity assays demonstrated significant inhibition of cytochrome P450, glutathione S-transferase (GST), and UDP-glycosyltransferase (UGT) enzyme activities, whereas carboxylesterase (CarE) activity was markedly induced. Collectively, these findings demonstrated that chlorantraniliprole elicits a multifaceted detoxification response in L. dispar asiatica characterized by selective transcriptional activation of specific detoxification genes alongside the broad suppression of major detoxification enzymes. The inhibition of CYP450, GST and, UGT activities, appears to represent a key mechanistic basis underlying the high efficacy of chlorantraniliprole against this pest.",Needs manual review before database use,NEW_CANDIDATE,
42127512,10.1016/j.plaphy.2026.111361,2026,Unlocking the interactive role of GABA and NO in alleviating chlorpyrifos induced toxicity in Solanum melongena L. through modulation of physio-biochemical traits.,Plant physiology and biochemistry : PPB,Kumar U; Patel OS; Siddiqui S; Kumar KS; Prasad SM,Journal Article,"Injudicious application of pesticides has a detrimental effect on vegetable productivity and food safety. Gamma-aminobutyric acid (GABA) and nitric oxide (NO) are key signaling molecules known to exhibit crosstalk in plant stress responses; however, their interaction under chlorpyrifos (CP) stress in eggplant (Solanum melongena L.) remains unexplored. Their synergistic action is essential for maintaining redox balance and enhancing stress resilience. Thus, the present study evaluates the effect of exogenous GABA and NO, individually and in combination (GABA + NO), on growth, physiological and biochemical attributes of eggplant seedlings under CP stress. CP stress significantly reduced the growth attributes (48% biomass, 21% stomatal density and 15% trichome density), pigments (35% Chl a and 44% Chl b with 27% rise in Car), and photosynthetic performance (34% A, 9% Fv/Fm, and 52% PIABS with an increase of 37% in DI0/RC), while oxidative biomarkers (100% O2●-, 147% H2O2 and 114% MDA) were exacerbated as compared to control (CK). Exogenous GABA and NO together increased growth attributes (6% biomass, 17% stomatal density and 21% trichome density), pigments (24% Chl a and 18% Chl b with 20% decreased in Car) and photosynthetic performance (16% A, 6% Fv/Fm and 37% PIABS, with a reduction of 21% in DI0/RC) as compared to control. This alleviating effect could be attributed to GABA-NO mediated regulation of ROS detoxification by increased activity of catalase, superoxide dismutase, peroxidase and glutathione-s-transferase, and also by stabilization of photosynthetic machinery. Inhibitors/scavenger (MPA, L-NAME, and c-PTIO) elevated stress impact with a stronger effect of MPA, indicating the dominant role of GABA. The findings reveal that GABA-NO interaction plays a crucial role in mitigating CP toxicity through regulation of antioxidants and photosynthetic machinery, providing a potential strategy to enhance crop tolerance under pesticide stress.",Needs manual review before database use,NEW_CANDIDATE,
42107540,10.1016/j.plantsci.2026.113206,2026,Comparative proteomic analysis of seed germination in five crop species.,Plant science : an international journal of experimental plant biology,Huang Z; Peng Z; Li S; Wan C,Journal Article; Comparative Study,"Seed germination is a critical process in the plant life cycle, regulated through complex molecular processes. Although proteomic studies have elucidated germination mechanisms in individual species, cross-species comparisons remain limited. Here, we performed a systematic comparative proteomic analysis of five crop species across distinct germination stages. We identified 538 orthogroups conserved across five species, along with several species-specific orthogroups, which participate in stress-response pathways, early responses to abscisic acid, and the subsequent mobilization of storage reserves. However, the expression patterns of these proteins differ between monocots and dicots. Several species-specific proteins and pathways have also been identified, such as lipid metabolism in Glycine max, Sesamum indicum Yuzhi No.10 (YZ10), and Setaria italica; nitrogen metabolism in Triticum aestivum Jimai 22 (JM22); and the pentose phosphate pathway in Triticum aestivum JM22 and Bainong 207 (BN207). Proteins involved in glutathione metabolism were identified in all species, including members of the glutathione S-transferase family. Heat shock proteins, nonspecific lipid transfer proteins, peroxidases, and late embryogenesis abundant proteins constitute the largest proportion of stress-related proteins, indicating their importance in maintaining protein homeostasis, antioxidant defense, and pathogen resistance during seed germination. However, their expression patterns differ across species. For example, compared with the wheat variety BN207, JM22 contains more LEA proteins. LEA proteins in JM22 are expressed throughout the entire germination process, whereas in BN207 their abundance declines more rapidly. These findings not only provide insights into germination characteristics across species but also offer guidance for enhancing seed vigor and breeding strategies.",Needs manual review before database use,NEW_CANDIDATE,
42106895,10.1002/ps.70907,2026,Field-dose fenitrothion impairs gut function and survival in the bumble bees (Bombus terrestris).,Pest management science,Liu Y; Yang Y; Wang J; Yang S; Li Z; Bai L; Huang ZY; Ma C,Journal Article,"BACKGROUND: Fenitrothion is a widely used insecticide, yet its effects on the health of bumble bees (Bombus terrestris) have not been reported until now. We carried out experiments to investigate the impact of field-realistic concentrations of fenitrothion on food consumption, body weight, survival probability, gut structure, gut detoxification enzyme activity, gut microbial diversity, gut transcriptional and gut metabolic profiles of Bombus terrestris. RESULTS: Exposure to 500 μg kg-1 fenitrothion significantly reduced survival probability, induced gut damage as evidenced by hematoxylin and eosin staining, decreased cytochrome P450 (P450) activity while increasing glutathione S-transferase (GST) activity, and down-regulated AChE1 expression in gut tissue. Furthermore, 16S rRNA sequencing revealed a decline in gut microbial diversity, while transcriptomic and metabolomic analyses indicated disruptions in gut gene and metabolic expression. Molecular docking revealed that fenitrothion binds within a hydrophobic pocket formed by residues Trp148, Ser186, Tyr185, and Gly182 of the AChE1 protein. CONCLUSION: These multiple sublethal alterations in bee behavior and physiology indicate that fenitrothion is likely to exert complex yet detrimental effects on Bombus terrestris health under field conditions. © 2026 Society of Chemical Industry.",Needs manual review before database use,NEW_CANDIDATE,
42097054,10.1016/j.ecoenv.2026.120209,2026,6-Hydroxycoumarin from Artemisia lavandulaefolia Induces Multimodal Toxicity in Solenopsis invicta via behavioral inhibition and mitochondrial disruption.,Ecotoxicology and environmental safety,Luo R; Zhou Y; Wu M; Yin D; Li C; Xu C; Gao X; Wu G,Journal Article,"Solenopsis invicta is a globally invasive species with serious ecological and economic impacts. As limitations of conventional chemical control become evident, botanical insecticides offer a promising alternative. This study identifies 6-hydroxycoumarin as the key insecticidal compound from Artemisia lavandulaefolia and systematically elucidates its multi-mechanistic toxicity. The compound exhibited potent gastric toxicity (LC₅₀ = 55.144 mg/L at 72 h) and caused complete behavioral disruption at 125 mg/L, eliminating grasping/walking capacity and nearly suppressing all aggregation/climbing activities. Metabolomic analysis revealed extensive metabolic dysregulation, with significant disruption of CYP450-mediated xenobiotic metabolism pathways. Corresponding enzyme assays confirmed 23% CYP450 inhibition alongside 119-422% induction of GST, CarE, and SOD activities. Histo-pathological and ultra-structural examinations demonstrated dose-dependent midgut epithelial damage, mitochondrial cristae disintegration, and cellular vacuolization. These findings collectively demonstrate that 6-hydroxycoumarin induces mortality through synchronized behavioral incapacitation, metabolic dysfunction, CYP450 enzymes inhibition, and induction of apoptotic pathways, positioning it as an effective botanical insecticide for sustainable S. invicta management.",Needs manual review before database use,NEW_CANDIDATE,
42091975,10.1038/s41598-026-47487-6,2026,Effect of nanoemulsions of Araucaria heterophylla and Azadirachta indica leaf extracts against Culex pipiens: biochemical impacts and phytochemical profile.,Scientific reports,Alkeridis LA; Al-Shuraym LAM; Alharbi HM; Baz MM; Selim A; Elhawary EA,Journal Article,"Botanical extracts and essential oils derived from medicinal plants have attracted increasing interest as eco-friendly alternatives to synthetic insecticides for mosquito control. In the present study, nanoemulsion formulations of Araucaria heterophylla and Azadirachta indica leaf extracts were developed to enhance their insecticidal efficacy against Culex pipiens and their biochemical impacts. Nanoemulsions were characterized using UV-Vis spectroscopy, dynamic light scattering, zeta potential analysis, and transmission electron microscopy, confirming stable nanoscale droplets with spherical morphology. Biochemical analyses revealed significant inhibition of detoxification (acetylcholinesterase, α- and β-esterases), metabolic (GABA-T, amylase, lipase), and antioxidant enzymes (SOD, GST, CAT, GSH). Elevated lipid peroxidation and protein carbonyl levels reflected severe oxidative stress, with A. indica nanoemulsion inducing the most potent effects. The phytochemical profiling of the two plants leads to the identification of 28 and 42 volatile components from the AIW and AH n-hexane extracts, respectively. The identified components belonged to the alkyl benzene and hydrocarbons in common between the two plants. However, AH-Hex was rich with sesquiterpenoids and oxygenated terpenoids such as caryophyllene, humulene, β-bisabolene, carotol, and kaurene derivatives, while AIW-Hex showed methyl esters of palmitic and stearic acids, along with long-chain branched alkanes and alcohols, as its main components. In addition, the UPLC/MS-assisted profiling of Me, Eth. Ac., and Aq. extracts revealed a vast array of metabolites, counted as 56 and 55 for AIW and AH extracts, respectively. The AH extracts were presented with a rich diterpenoid profile together with several flavonoids, fatty acids, and phenolic acids, while the AIW extracts were particularly rich with flavonoids, followed by limonoids, cinnamic acid derivatives, and fatty acids. Overall, this study demonstrates that nanoemulsions of A. indica and A. heterophylla leaves significantly enhance larvicidal efficacy against Cx. pipiens through biochemical disruption and oxidative stress induction.",Needs manual review before database use,NEW_CANDIDATE,
