pesticide,evidence_source,pdf_file,probable_title,doi,year,microorganism,evidence_type,gene,enzyme_or_protein,substrate,products_or_metabolites,experimental_method,database_use_recommendation,curator_notes,curation_folder
Thiophanate-Methyl,PDF automated candidate; manual validation required,Updated reasoned opinion on the toxicological properties and maximum residue levels (MRLs) for the benzimidazole substances carbendazim and thiophanate-methyl..pdf,Approved: 10 January 2024,10.2903/j.efsa.2024.8569,2025,,candidate_gene/enzyme_plus_pathway,,,Thiophanate-Methyl,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707
Pymetrozine,PDF automated candidate; manual validation required,A novel hydrolase PyzH catalyses the cleavage of C=N double bond for pymetrozine degradation in Pseudomonas sp. BYT-1..pdf,"Environmental Microbiology (2021) 23(6), 3265–3273 doi:10.1111/1462-2920.15557",10.1111/1462-2920.15557,2025,AC100. Appl Environ Microbiol; BL21; BR60; BYT-1; BYT-1 and; BYT-1 and its derivative,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Acute Toxicity of an Emerging Insecticide Pymetrozine to Procambarus clarkii Associated with Rice-Crayfish Culture (RCIS)..pdf,Environmental Research,10.3390/ijerph15050984,2018,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,"Degradation of cyprodinil, fludioxonil, cyfluthrin and pymetrozine on lettuce after different application methods..pdf",This article was downloaded by: [University of Illinois Chicago],10.1080/03601230701549271,2014,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Development and evaluation of pymetrozine controlled-release formulation to control paddy planthopper..pdf,Open Access Article. Published on 20 June 2018. Downloaded on 6/10/2025 6:16:20 AM.,10.1039/c8ra03516d,2025,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,"Dissipation kinetics and exposure of spirotetramat and pymetrozine in open fields, a prelude to risk assessment of green bean consumption..pdf",Environmental Science and Pollution Research (2023) 30:57747–57758,10.1007/s11356-023-26100-7,2023,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Electrochemical behavior of the insecticide pymetrozine at an electrochemically pretreated glassy carbon electrode and its analytical application..pdf,View Article Online,10.1039/c5ay01987g,2015,,candidate_pathway/metabolite,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Isolation and Characterization of the Pymetrozine-Degrading Strain Pseudomonas sp. BYT-1..pdf,"Cite This: J. Agric. Food Chem. 2019, 67, 4170−4176 pubs.acs.org/JAFC",10.1021/acs.jafc.8b06155; 10.1038/d41586-018-04987-4,2020,BYT 4174 DOI; BYT-1; BYT-1 also supported that; BYT-1 and BYT-1 was; BYT-1 and its close; BYT-1 and related species,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Kinetic study of the degradation of the insecticide pymetrozine in a vegetable-field ecosystem..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2008.08.020,2009,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Monitoring residue levels and dietary risk assessment of pymetrozine for Chinese consumption of cauliflower..pdf,Received: 28 August 2018 Revised: 15 November 2018 Accepted: 29 November 2018,10.1002/bmc.4455; 10.1007/s00128,2025,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Optimization of pretreatment in pymetrozine production wastewater via reactive distillation and side-stream distillation methods with response surface methodology..pdf,463 © IWA Publishing 2021 Water Science & Technology | 83.2 | 2021,10.2166/wst.2020.599,2021,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Residue Behavior of Methoxyfenozide and Pymetrozine in Chinese Cabbage and Their Health Risk Assessment..pdf,Residue Behavior of Methoxyfenozide and Pymetrozine in,10.3390/foods11192995; 10.3390/foods11192995/s1,2022,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Residues and dynamics of pymetrozine in rice field ecosystem..pdf,Contents lists available at ScienceDirect,10.1016/j.chemosphere.2010.10.053,2011,,candidate_pathway/metabolite,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Resin bound gold nanocomposites assisted SEATR-FTIR spectroscopy for detection of pymetrozine insecticide in vegetable samples..pdf,Contents lists available at ScienceDirect,10.1016/j.heliyon.2024.e37856,2024,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Role of Insect Gut Microbiota in Pesticide Degradation A Review..pdf,published: 03 May 2022,10.1002/arch.21218; 10.1002/ece3,2022,from Northwestern Colombia. J; of Arsenophonus symbiont decreases; of Laodelphax striatellus. Pest; of S. frugiperda harbor; of house fly; of the bacterial doi,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Self-Cleaning-Mediated SERS Chip Coupled Chemometric Algorithms for Detection and Photocatalytic Degradation of Pesticides in Food..pdf,pubs.acs.org/JAFC Article,10.1021/acs.jafc.0c06513,2021,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Pymetrozine,PDF automated candidate; manual validation required,Synergistic effects of layered Ti3C2TX MXeneMIL-101(Cr) heterostructure as a sonocatalyst for efficient degradation of sulfadiazine and acetaminophen in water.pdf,Ultrasonics Sonochemistry 99 (2023) 106570,10.1016/j; 10.1016/j.apcatb.2018.10.078,2023,,candidate_gene/enzyme_plus_pathway,,,Pymetrozine,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Comparative Biological Half-Life of Penthiopyrad and Tebufenpyrad in Angelica Leaves and Establishment of Pre-Harvest Residue Limits (PHRLs)..pdf,Comparative Biological Half-Life of Penthiopyrad and,10.3390/foods13111742,2024,of Tetranychus urticae Koch,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,"Dissipation, Residue and Dietary Intake Risk Assessment of Penthiopyrad in Eggplants and Its Removal Using Various Household Processing Techniques..pdf","Dissipation, Residue and Dietary Intake Risk Assessment of",10.3390/foods11213327; 10.3390/foods11213327/s1,2022,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,"Dissipation, residue, stereoselectivity and dietary risk assessment of penthiopyrad and metabolite PAM on cucumber and tomato in greenhouse and field..pdf",Food Chemistry 387 (2022) 132875,10.1002/ps.2287; 10.1007/BF02492120,2022,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Effect of microorganisms on degradation of fluopyram and tebuconazole in laboratory and field studies..pdf,Environmental Science and Pollution Research (2023) 30:47727–47741,10.1007/s11356-023-25669-3,2025,B1 and its application,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Influence of Bacillus subtilis and Trichoderma harzianum on Penthiopyrad Degradation under Laboratory and Field Studies.pdf,Influence of Bacillus subtilis and Trichoderma,10.3390/molecules25061421,2022,B1 and its application; Bacillus sp. N1. J; NY97-1. Int. J. Environ; by plants and antagonized; was inoculated into a,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels for penthiopyrad in Florence fennels and celeries..pdf,ADOPTED: 2 September 2020,10.2903/j.efsa; 10.2903/j.efsa.2012.2948,2025,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Nano selenium repairs the fruit growth and flavor quality of tomato under the stress of penthiopyrad..pdf,Plant Physiology and Biochemistry 184 (2022) 126–136,10.1016/j.plaphy.2022.05.026,2022,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Peer review of the pesticide risk assessment for the active substance penthiopyrad in light of confirmatory data submitted..pdf,CONCLUSION ON PESTICIDE PEER REVIEW,10.2903/j.efsa.2008.622; 10.2903/j.efsa.2013.3111,2025,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Review of the existing maximum residue levels for penthiopyrad according to Article 12 of Regulation (EC) No 3962005..pdf,APPROVED: 27 July 2021,10.2903/j.efsa; 10.2903/j.efsa.2012.2948,2025,DSMZ 13134 in or; VC1; VX1,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,"Simultaneous determination of penthiopyrad enantiomers and its metabolite in vegetables, fruits, and cereals using ultra-high performance liquid chromatography-tandem mass spectrometry..pdf",ISSN 1615-9306 · JSSCCJ 45 (2) 2022 · Vol. 45 · No. 2 · January 2022,10.1002/jssc.202100446,2025,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,Stereoselective degradation behavior of the novel chiral antifungal agrochemical penthiopyrad in soil..pdf,Environmental Research 194 (2021) 110680,10.1016/j.envres.2020.110680,2021,,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Penthiopyrad,PDF automated candidate; manual validation required,"Systemic enantioselectivity study of penthiopyrad enantioselective bioactivity, acute toxicity, degradation and influence on tomato..pdf",Received: 8 November 2022 Revised: 3 January 2023 Accepted article published: 1 February 2023 Published online in Wiley Online Library: 16 February 2023,10.1002/ps.7388,2025,of Daphnia magna. Aquat,candidate_gene/enzyme_plus_pathway,,,Penthiopyrad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707
Mandipropamid,PDF automated candidate; manual validation required,Effects of Household Processing on Residues of the Chiral Fungicide Mandipropamid in Four Common Vegetables..pdf,Environmental Research,10.3390/ijerph192315543; 10.3390/ijerph192315543/s1,2022,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Indigenous functional microbial degradation of the chiral fungicide mandipropamid in repeatedly treated soils Preferential changes in the R-enantiomer..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2022.128961,2022,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,"Insights on the isolation, identification, and degradation characteristics of three bacterial strains against mandipropamid and their application potential for polluted soil remediation..pdf",Pesticide Biochemistry and Physiology 191 (2023) 105376,10.1016/j.pestbp.2023.105376,2023,KDI. Biodegradation. 33; Klebsiella sp. SQY5 as; M01; M01 is capable of; MW05 may be adapted; could promote biomass growth,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Mandipropamid as a chemical inducer of proximity for in vivo applications..pdf,https://doi.org/10.1038/s41589-021-00922-3,10.1038/s41589; 10.1038/s41589-021-00922-3,2022,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Modification of the existing maximum residue level for mandipropamid in radish leaves..pdf,Approved: 27 October 2023,10.2903/j; 10.2903/j.efsa.2023.8421,2025,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels for mandipropamid in various crops..pdf,APPROVED: 21 January 2019,10.2903/j.efsa; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,"Residue dissipation, degradation dynamics, and dietary risk assessment of mandipropamid in ginseng under field application.pdf","Residue dissipation, degradation dynamics, and",10.1002/jsfa.10817; 10.1016/j.jgr.2021.06.007,2022,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Review of the existing maximum residue levels for mandipropamid according to Article 12 of Regulation (EC) NoÂ 3962005..pdf,APPROVED: 26 April 2018,10.2903/j.efsa; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Setting of an import tolerance for mandipropamid in cocoa beans..pdf,APPROVED: 31 October 2018,10.2903/j.efsa; 10.2903/j.efsa.2018.5147,2025,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,Setting of import tolerances for mandipropamid in papayas..pdf,APPROVED: 2 December 2022,10.2903/j.efsa; 10.2903/j.efsa.2018.5147,2025,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Mandipropamid,PDF automated candidate; manual validation required,"The enantioselective environmental fate of mandipropamid in water-sediment microcosms Distribution, degradation, degradation pathways and toxicity assessment..pdf",Science of the Total Environment 891 (2023) 164650,10.1002/ps.5052; 10.1002/ps.6389,2023,,candidate_gene/enzyme_plus_pathway,,,Mandipropamid,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707
Propamocarb,PDF automated candidate; manual validation required,Analysis of genes and metabolites associated with propamocarb hydrochloride response in tobacco.pdf,Received: 29 October 2019 Accepted: 5 July 2020,10.1002/agj2.20368; 10.1007/s00128-012-0703-y,2020,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Biodegradation of soil-applied pesticides by selected strains of plant growth-promoting rhizobacteria (PGPR) and their effects on bacterial growth..pdf,Biodegradation (2012) 23:297–310,10.1007/s10532-011-9509-6,2012,B. amyloliquefaciens IN937a and; B. pumilus SE34 more; Bordetella sp. B9. Biodegradation; FZB24; GB03. The PGPR strains; IN937a,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,"Degradation of propamocarb-hydrochloride in tomatoes, potatoes and cucumber using HPLC-DAD and QuEChERS methodology..pdf","See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/225374534",10.1007/s00128-012-0703-y,2014,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Expression and functional analysis of the Propamocarb-related gene CsDIR16 in cucumbers..pdf,Liu et al. BMC Plant Biology (2018) 18:16,10.1186/s12870-018-1236-2; 10.4236/ajac.2011.228120,2022,LBA4404,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Expression and functional analysis of the propamocarb-related gene CsMAPEG in cucumber..pdf,Zhang et al. BMC Plant Biology (2019) 19:371,10.1186/s12870-019-1971-z,2019,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Expression and Functional Analysis of the Propamocarb-Related Gene CsMCF in Cucumber.pdf,published: 04 July 2019,10.1007/BF00386001; 10.1007/s00424-003-1099-7,2019,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,"Microbial degradation of the carbamate pesticides desmedipham, phenmedipham, promecarb, and propamocarb..pdf","Bull. Environm. Contain. Toxicol. 27, 529-533 (1981)",,1981,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Modification of the existing maximum residue level for propamocarb in chardsbeet leaves..pdf,APPROVED: 23 October 2017,10.2903/j.efsa.2006.78r; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Modification of the existing maximum residue level for propamocarb in honey..pdf,Approved: 27 October 2023,10.2903/j; 10.2903/j.efsa.2023.8422,2025,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels for propamocarb in radishes (roots and small leaves)..pdf,Approved: 28 October 2024,10.2903/j; 10.2903/j.efsa.2024.9092,2025,,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Propamocarb,PDF automated candidate; manual validation required,Overexpression of CsHMGB Alleviates Phytotoxicity and Propamocarb Residues in Cucumber.pdf,published: 12 June 2020,10.1007/978-3-319-74057-7_7; 10.1007/BF00386001,2020,GV3101; method. PDS To determine,candidate_gene/enzyme_plus_pathway,,,Propamocarb,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,A Nationwide Study of Residual Fate of Fluxapyroxad and Its Metabolites in Peanut Crops Across China Assessment of Human Exposure Potential..pdf,A Nationwide Study of Residual Fate of Fluxapyroxad and Its,10.3390/molecules28010194,2023,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,"Accumulation and growth toxicity mechanisms of fluxapyroxad revealed by physiological, hepatopancreas transcriptome, and gut microbiome analysis in Pacific white shrimp (Litopenaeus vannamei)..pdf",Contents lists available at ScienceDirect,10.1002/jsfa.9905; 10.1007/s00125-016-3940-5,2024,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Degradation of Fluxapyroxad in Soils and WaterSediment Systems Under Aerobic or Anaerobic Conditions..pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/275772670",10.1007/s00128-015-1556-y; 10.2166/WPT.2006084,2015,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Dissipation kinetics and biological degradation by yeast and dietary risk assessment of fluxapyroxad in apples..pdf,www.nature.com/scientificreports,10.1038/s41598-020-78177-6; 10.1186/1475-2891-3-5,2020,is able to degrade,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,"Expanding the use of biobeds Degradation and adsorption of pesticides contained in effluents from seed-coating, bulb disinfestation and fruit-packaging activities..pdf",Contents lists available at ScienceDirect,10.1002/etc.5620211211; 10.1002/jctb.4299,2019,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Investigation of Residue Dissipation of Fluxapyroxad and Its Metabolites in Chinese Cabbage and Spring Scallion Using Different Application Methods..pdf,Investigation of Residue Dissipation of Fluxapyroxad and Its,10.3390/plants13172448,2024,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels for fluxapyroxad in kakiJapanese persimmons and cultivated mushrooms..pdf,Adopted: 11 March 2024,10.2903/j.efsa.2024.8696,2025,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Review of the existing maximum residue levels for fluxapyroxad according to Article 12 of Regulation (EC) NoÂ 3962005..pdf,ADOPTED: 16 December 2019,10.2903/j.efsa.2011.2196; 10.2903/j.efsa.2013.3312,2025,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
Fluxapyroxad,PDF automated candidate; manual validation required,Setting of import tolerances for fluxapyroxad in certain root crops and coffee beans..pdf,ADOPTED: 27 November 2019,10.2903/j.efsa; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Fluxapyroxad,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707
