pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,Reduced bacterial network complexity in agricultural soils after application of the neonicotinoid insecticide thiamethoxam..pdf,Environmental Pollution 274 (2021) 116540,10.1016/j.envpol.2021.116540,2018; 2019; 2020; 2021,Sphingo,30,20,2,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,94,13,40,12,0,0,0,"nistry of Agriculture, Zhejiang University, Hangzhou, 310058, China c Key Laboratory of Biology of Crop Pathogens and Insects of Zhejiang Province, Zhejiang University, Hangzhou, 310058, China a r t i c l e i n f o a b s t r a c t Article history: Pesticides may alter soil microbial community structure or diversity, but their impact on microbial coReceived 15 November 2020 occurrence patterns remains unclear. Here, the effect of the widely used neonicotinoid insecticide Received in revised form thiamethoxam on the bacterial community in ﬁve arable soils was deciphered using the 16S rRNA gene 4 January 2021 amplicon sequencing technique. The degradation half-life of thiamethoxam in nonsterilized soils was Accepted 16 January 2021 Available online 23 January 2021 signiﬁcantly lower than that in sterilized soils, suggesting a considerable contribution from biodegra dation. Soil bacterial co",252,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Penthiopyrad,"Dissipation, Residue and Dietary Intake Risk Assessment of Penthiopyrad in Eggplants and Its Removal Using Various Household Processing Techniques..pdf","Dissipation, Residue and Dietary Intake Risk Assessment of",10.3390/foods11213327; 10.3390/foods11213327/s1,2019; 2020; 2021; 2022,,23,8,46,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707,148,10,8,7,0,0,0,"as further estimated after different household processing methods. Penthiopyrad dissipated quickly in eggplants, with half-lives of 1.85–2.56 days. The final residue data indicated that following the recommended spraying method, penthiopyrad would not threaten human health. Risk quotient results (<<100%) also demonstrated that the dietary intake risk of penthiopyrad in eggplants for Chinese consumers could be negligible. Washing, peeling and thermal treatments had significant removal effects on penthiopyrad from eggplants (0 < processing factor < 0.60). The characterization of the dissipation and distribution of penthiopyrad in field and processed eggplant samples could provide a more realistic reference for risk assessment of processed products, as well as some information for humans who may be exposed to penthiopyrad. Citation: Dou, L.; Mu, S.; Yang, G.; Chang, J.; Zhang, K. Dissipatio",247,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Biodegradation of the neonicotinoid insecticide thiamethoxam by the nitrogen-fixing and plant-growth-promoting rhizobacterium Ensifer adhaerens strain TMX-23..pdf,Appl Microbiol Biotechnol (2013) 97:4065–4074,10.1007/s00253-012-4638-3,2010; 2011; 2012; 2013,MRL3. Ecotoxicology 20; MRM6. Bull Environ Contam; N7 isolated from toAlexander; PS19. Pestic Biochem Phys; TMX-23 Guang-can Zhou; TMX-23 enriched in MSM,117,35,92,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,11,9,9,7,0,0,0,"Appl Microbiol Biotechnol (2013) 97:4065–4074 DOI 10.1007/s00253-012-4638-3 APPLIED MICROBIAL AND CELL PHYSIOLOGY Biodegradation of the neonicotinoid insecticide thiamethoxam by the nitrogen-fixing and plant-growth-promoting rhizobacterium Ensifer adhaerens strain TMX-23 Guang-can Zhou & Ying Wang & Shan Zhai & Feng Ge & Zhong-hua Liu & Yi-jun Dai & Sheng Yuan & Jun-yi Hou Received: 3 September 2012 / Revised: 3 December 2012 / Accepted: 5 December 2012 / Published online: 30 December 2012 # Springer-Verlag Berlin Heidelberg 2012 Abstract Thiamethoxam (THIA), a second generation TMX-23, enhancing growth of the bacterium and its producneonicotinoid insecticide in the",247,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Effect of Pesticide Vinclozolin Toxicity Exposure on Cardiac Oxidative Stress and Myocardial Damage..pdf,Effect of Pesticide Vinclozolin Toxicity Exposure on Cardiac,10.3390/toxics11060473,2020; 2021; 2022; 2023,,19,65,34,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,32,6,19,10,0,1,0,"n harm both human and animal Received: 27 April 2023 health [1–3]. Vinclozolin [3-(3,5-dichlorophenyl)-5-methyl-5-vinyloxazolidine-2,4-dione] Revised: 19 May 2023 (VCZ) is a fungicide, widely used in Europe and the United States [4], for the control of Accepted: 20 May 2023 Sclerotinia sclerotiorum, Monilinia spp., and Botrytis cinerea on vegetables, fruits, grapevine, Published: 23 May 2023 and ornamental plants, as well as in the wine industry [5,6]. Several scientific studies have shown that vinclozolin used in agriculture can become a dangerous environmental and aquatic pollutant [7–9]. VCZ can be dispersed into the environment in several ways, hydrolyzed by microbes, abiotic degradation, or transported through water. Copyright: © 2023 by the authors. VCZ dispersion causes residues and its primary metabolites to accumulate in Licensee MDPI, Basel, Switzerland. water bodies (levels ra",247,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,An alkaline phosphatase from Bacillus amyloliquefaciens YP6 of new application in biodegradation of five broad-spectrum organophosphorus pesticides..pdf,"Pesticides, Food Contaminants, and Agricultural Wastes",10.1002/jobm.201500336; 10.1007/BF02932098; 10.1007/s00253-010-2807-9; 10.1007/s10529-007-9444-0,2016; 2017; 2018; 2019,B. amyloliquefaciens YP6 was; Burkholderia sp. FDS-1 and; C2A1. J. from YP6; ML-1. Arch. Biol. Sci; Stenotrophomonas sp; YP6,107,87,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,11,10,6,9,0,0,0,"10.3. The activity of AP3 was enhanced by Mg2þ, Ca2þ, and Cu2þ, and strongly inhibited by Mn2þ, phorus pesticide; EDTA, and L-Cys. Compared to disodium phenyl phosphate, p-nitrophenyl phosphate (pNPP) was biodegradation; Bacillus more suitable to AP3, and the Vm, Km, kcat, kcat/Km values of AP3 for pNPP were 4,033 U mg 1, amyloliquefaciens 12.2 mmol L 1, 3.3 106 s 1, and 2.7 108 s 1mol 1L, respectively. Degradation of the five OPs, which included chlorpyrifos, dichlorvos, dipterex, phoxim, and triazophos, was 18.7%, 53.0%, 5.5%, 68.3%, and 96.3%, respectively, after treatment with AP3 for 1 h. After treatment of the OP for 8 h, AP3 activities remained more than 80%, with the exception of phoxim. It can be postulated that AP3 may have a broad OP-degradation ability and could possibly provide excellent potential for biodegradation and bioremediation in polluted ecosystems. Introduction ar",239,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Chronic Exposure to Endocrine Disruptor Vinclozolin Leads to Lung Damage via Nrf2-Nf-kb Pathway Alterations..pdf,Molecular Sciences,10.3390/ijms231911320; 10.3390/ijms231911320/s1,2019; 2020; 2021; 2022,,16,25,32,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,92,12,13,6,0,0,0,"clozolin is subject to Environmental Protection Agency (EPA) regulation as a pesticide in the United States (U.S. EPA) [1,2]. In addition to these restrictions inside the United States, as of 2006, the use of this pesticide was restricted in numerous nations, including Denmark, Copyright: © 2022 by the authors. Finland, Norway, and Sweden. To assess its risks and hazards to the environment and Licensee MDPI, Basel, Switzerland. animals, a number of tests and regulations have been applied [3,4]. Vinclozolin is created This article is an open access article as extruded or dried flowable granules. Aerial application, chemigation through irrigadistributed under the terms and tion systems, and ground machinery are all options for distribution. The U.S. EPA has conditions of the Creative Commons investigated occupational exposure to vinclozolin or its metabolites, as well as dietary Attributio",239,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Ametoctradin,Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia..pdf,published: 25 August 2020,10.1002/jctb.6390; 10.1007/978-981-10; 10.1007/BF0049; 10.1007/BF02467676,2018; 2019; 2020; 2026,,169,72,78,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Ametoctradin/PesticideDB_curation_Ametoctradin_20260707,72,40,32,11,1,0,0,"ORIGINAL RESEARCH published: 25 August 2020 doi: 10.3389/fmicb.2020.01898 Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia Hunter D. Whittington 1 , Mahatam Singh 2 , Chanh Ta 2 , M. Andrea Azcárate-Peril 3 and José M. Bruno-Bárcena 1* 1 Department of Plant and Microbial Biology, North Carolina State University, Raleigh, NC, United States, 2 BASF Corporation, Research Triangle Park, NC, United States, 3 Department of Medicine, Division of Gastroenterology and Hepatology, and UNC Microbiome Core, Center for Gastrointestinal Biology and Disease, School of Medicine, University of No",237,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pinoxaden,Degradation Characteristics of Pinoxaden by Acinetobacter and Prediction of Related Genes.pdf,Degradation Characteristics of Pinoxaden by,10.21203/rs.3.rs-1375498/v1,2019; 2020; 2021; 2022,Acinetobacter pittii was screened; Colony morphology of strain; Genomic DNA was extracted; Gram staining; High performance liquid chromatography; T1P20-3 Strain T3P20-1 had,78,80,18,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pinoxaden/PesticideDB_curation_Pinoxaden_20260707,81,29,36,11,2,1,1,"Degradation Characteristics of Pinoxaden by Acinetobacter and Prediction of Related Genes Fengshan Yang Heilongjiang University Yuning Wei Heilongjiang University Cong Sun Heilongjiang University Mingrui Yuan Heilongjiang University Weimin Zeng Heilongjiang University Chunguang Liu (  2005013@hlju.edu.cn ) Heilongjiang University https://orcid.org/0000-0002-6186-6022 Haiyan Fu Heilongjiang University Research Article Keywords: acinetobacter, degrading bacteria, degradation rate, degradation genes, pinoxaden, genome sequencing Posted",237,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Effects on soil microbial community after exposure to neonicotinoid insecticides thiamethoxam and dinotefuran..pdf,Science of the Total Environment 725 (2020) 138328,10.1016/j.scitotenv.2020.138328,2017; 2018; 2019; 2020,IMBL 5.2 the three; IMBL4.1 and Pseudomonas putida; TMX-23. Appl. Microbiol. Maien; TW and of thiamethoxam; TY,69,42,49,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,89,23,26,21,1,0,0,"y. • The genetic community transition changed the carbon source utilization proﬁle. • Effect on soil microbial community was inﬂuenced by type and level of expo sure. • Chloroﬂexi and Nitrospirae increased after exposure to both studied neonicotinoids. a r t i c l e i n f o a b s t r a c t Article history: The wide application of neonicotinoid insecticides in soil may affect soil microbial community, yet the informaReceived 28 January 2020 tion is limited. This study ﬁrst reports the effects of thiamethoxam and dinotefuranon on soil microbial commuReceived in revised form 22 March 2020 nity. Soil from a forest land was collected and spiked with different nominal levels (0.02 mg kg−1, 0.2 mg kg−1 Accepted 28 March 2020 and 2.0 mg kg−1) of thiamethoxam and dinotefuran, respectively, and cultivated for 112 days. During the Available online 31 March 2020 study, concentrations of the two neon",237,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,Potential aquatic environmental risks of trifloxystrobin Enhancement of virus susceptibility in zebrafish through initiation of autophagy..pdf,"Wang et al. Zool. Res. 2021, 42(3): 339−349",10.24272/j.issn.2095-8137.2021.056,2018; 2019; 2020; 2021,,8,51,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,19,8,10,13,1,0,0,"ion, Meishan Campus, Ningbo University, Ningbo, Zhejiang 315832, China 4 Ningbo Customs District Technology Center, Ningbo, Zhejiang 315832, China ABSTRACT that autophagy was induced by TFS, and associated Chronic pollution in aquatic ecosystems can lead to changes included an increase in autophagosomes, many adverse effects, including a greater conversion of LC3-II, accumulation of Beclin-1, and susceptibility to pathogens among resident biota. degradation of P62 in EPC cells and zebrafish. In Trifloxystrobin (TFS) is a strobilurin fungicide widely addition, TFS markedly decreased the expression used in Asia to control soybean rust. However, it has and phosphorylation of mTOR, indicating that the potential to enter aquatic ecosystems, where it activation of TFS may be associated with the mTORmay impair fish resistance to viral infections. To mediated autophagy pathway. This study provid",237,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,"Microbial biodegradation and toxicity of vinclozolin and its toxic metabolite 3,5-dichloroaniline..pdf","J. Microbiol. Biotechnol . (2008), 18(2), 343–349",,2005; 2006; 2007; 2008,Arthobacter sp. Chromatography of; Rhodococcus sp. T1-1. RESULTS; T1-1; T1-1 Human Cell Lines; T1-1 and related organisms; T1-1 carried out as,131,14,43,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,123,30,36,9,1,0,0,"J. Microbiol. Biotechnol . (2008), 18(2), 343–349 Microbial Biodegradation and Toxicity of Vinclozolin and its Toxic Metabolite 3,5-Dichloroaniline Lee, Jung-Bok , Ho-Yong Sohn , Kee-Sun Shin , Jong-Sik Kim , Min-Sub Jo , Chun-Pyo Jeon , 1,6 2 3 4 1 1,6 Jong-Ok Jang , Jang-Eok Kim , and Gi-Seok Kwon * 1 5 1 1 School of Bioresource Sciences, Andong National University, Andong 760-749, Korea 2 Department of Food and Nutrition, Andong National University, Andong 760-749, Korea 3 Biological Resource Center, Korea Research Institute of Bioscience and Biotechnology (KRIBB), Daejeon 305-600, Korea 4 De",237,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Fluxapyroxad,Investigation of Residue Dissipation of Fluxapyroxad and Its Metabolites in Chinese Cabbage and Spring Scallion Using Different Application Methods..pdf,Investigation of Residue Dissipation of Fluxapyroxad and Its,10.3390/plants13172448,2021; 2022; 2023; 2024,,46,5,42,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707,80,27,12,4,0,1,0,"plants Article Investigation of Residue Dissipation of Fluxapyroxad and Its Metabolites in Chinese Cabbage and Spring Scallion Using Different Application Methods Ji Won Lee 1 , Jin-Seong Kim 2 , Ji Hyun Park 1 , Hyun Ho Noh 1 , Min Seok Oh 1 , Jin-Hyo Kim 2, * and Kyeong-Ae Son 1, * 1 Residual Agrochemical Evaluation Division, National Institute of Agricultural Science, RDA, Wanju 55365, Republic of Korea; jwlee0928@korea.kr (J.W.L.) 2 Division of Applied Life Science, Institute of Agriculture and Life Science (IALS), Gyeongsang National University, Jinju 5282",233,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pymetrozine,Isolation and Characterization of the Pymetrozine-Degrading Strain Pseudomonas sp. BYT-1..pdf,"Cite This: J. Agric. Food Chem. 2019, 67, 4170−4176 pubs.acs.org/JAFC",10.1021/acs.jafc.8b06155; 10.1038/d41586-018-04987-4,2017; 2018; 2019; 2020,BYT 4174 DOI; BYT-1; BYT-1 also supported that; BYT-1 and BYT-1 was; BYT-1 and its close; BYT-1 and related species,86,28,36,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,109,33,36,5,0,0,0,"ple’s Republic of China ‡ Jiangsu Key Laboratory for Food Quality and Safety, State Key Laboratory Cultivation Base, Ministry of Science and Technology, Institute of Food Safety and Nutrition, Jiangsu Academy of Agricultural Sciences, Nanjing 210014, People’s Republic of China Downloaded via UNIV OF EXETER on July 16, 2020 at 16:16:27 (UTC). * S Supporting Information ABSTRACT: In this study, we isolated and characterized the bacterial strain Pseudomonas sp. BYT-1, which is capable of degrading pymetrozine and using it as the sole carbon source for growth. Strain BYT-1 could degrade 2.30 mM pymetrozine within 20 h under the optimal conditions of 30 °C and pH 7.0. Investigation of the degradation pathway showed that pymetrozine was oxidatively hydrolyzed to 4-amino-6-methyl-4,5-dihydro-2H-[1,2,4]triazin-3-one (AMDT) and nicotinic acid (NA). The former accumulates as the end product in the",231,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Assessing the toxicity of thiamethoxam, in natural LUFA 2.2 soil, through three generations of Folsomia candida..pdf",Ecotoxicology (2018) 27:764–771,10.1007/s10646-017; 10.1007/s10646-017-1765-8; 10.1007/s10646-018-1922-8; 10.1007/s11356-014,2015; 2016; 2017; 2018,,11,81,38,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,75,9,5,36,0,0,0,"to the Insecta. The family Isotomidae neonicotinoid thiamethoxam, pure and in the formulation have a ventral tube or collophore which is involved in the Actara®, in freshly spiked LUFA 2.2 soil, throughout three exchange of ﬂuids with the external environment, being an generations of the springtail Folsomia candida, in order to important route of exposure to contaminants present in the test two hypotheses: 1. Actara® is more toxic than pure pore water. Sexual maturity of F. candida is achieved thiamethoxam due to the presence of additives and other between 21 to 24 days after hatching (sixth instar), and each ingredients used in the formulation; 2. The toxicity of individual can lay about 30 to 50 eggs per batch (Fountain thiamethoxam, pure or in the formulation Actara®, will and Hopkin 2005). Adults of this species were taken from change throughout the generations, due to metabolic or",231,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Effects of chronic exposure to thiamethoxam on larvae of the hoverfly iEristalis tenaxi (Diptera, Syrphidae)..pdf",Effects of chronic exposure to,10.1002/(sici)1096-9861(19991108)414:13.0.co;2-q; 10.1002/etc.3536; 10.1002/ps.3836; 10.1007/bf02932171,2015; 2016; 2017; 2018,,11,6,7,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,41,10,5,10,0,0,0,"ing placed into the treatment lagoons. Larvae were randomly assigned to treatment groups with 10 individual replicates per treatment group (60 larvae in total per full experiment). Larvae were exposed to thiamethoxam from the day they were introduced to the treatment lagoon, to the day they started to pupate. The full experiment was repeated four times (240 larvae), and each separate experiment was populated with eggs from a different female, to ensure that any genetic variation in tolerance to thiamethoxam did not confound the experimental design (Hemingway et al., 2004). Lagoons contained sticks to allow larvae to climb out to pupate, but were covered with a plastic bag to prevent larvae from escaping. The dried leaves acted as a pupation site. Throughout the experiment, lagoons were kept in a dark room (21 C) to prevent light degradation of thiamethoxam helping to ensure that there wa",231,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Metabolic mechanism, responses, and functions of genes HDH1, HDH3, and GST1 of tea (Camellia sinensis L.) to the insecticide thiamethoxam..pdf",Contents lists available at ScienceDirect,10.1002/ps.7534; 10.1007/s00299-017-2159-3; 10.1007/s10646-018-1916-6; 10.1007/s42853-024-00238-9,2022; 2023; 2024; 2025,,100,118,59,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,16,9,5,12,0,0,0,"T R A C T • TMX perturbed amino acid, flavonoid biosynthesis and glutathione metabo lisms most. • Functions of target genes were verified via their transient expression in N. benthamiana. • CsHDH3 exhibited a better degradation capacity of TMX than CsHDH1 and CsGST1. • CsHDH1, CsGST1, and CsHDH3 were all located in the cytoplasm. • It enriched the gene resource for phy toremediation of pollutants in the environment. A R T I C L E I N F O A B S T R A C T Keywords: Misuse of insecticides such as thiamethoxam (TMX) not only affects the quality of tea but also leaves residues in Camellia sinensis tea. Therefore, exploring the metabolic mechanisms of TMX in tea plants can evaluate effects of pesticides on the Insecticide environment and human health. Here, effects of TMX on tea plants were studied. Malondialdehyde (MDA) Metabolomics content reached a maximum of 12.59 nmol/g fresh weight (FW)",231,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Isolation of a triazophos-degrading strain Klebsiella sp. E6 effectively utilizing triazophos as sole nitrogen source..pdf,FEMS Microbiology Letters 253 (2005) 259–265,10.1016/j.femsle.2005.09.044,2001; 2003; 2004; 2005,E6; E6 TAP. Based on; E6 at di; E6 by a standard; E6 could not utilize; E6 degraded TAP the,63,27,39,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,11,8,10,5,0,0,0,"a,*, Qingguo Tian b, Guonian Zhu c a College of Materials Science and Chemical Engineering, Zhejiang University, Hangzhou 310027, PR China b Department of Food Science and Technology, The Ohio State University, Columbus, OH 43202, USA c Institute of Pesticide and Environmental Toxicology, Zhejiang University, Hangzhou 310029, PR China Received 12 May 2005; received in revised form 26 September 2005; accepted 27 September 2005 First published online 13 October 2005 Edited by E. Baggs Abstract A triazophos-degrading strain, Klebsiella sp. E6, was isolated by enrichment technology from soil that had been exposed longterm to triazophos. The strain grew well at pH 7.0–8.0 with a broad temperature proﬁle ranging from 32 to 37 C. It could keep good growth on methanol as carbon source and TAP as additional carbon source or nitrogen source. The experiment on the degradation activities of strain",231,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Fluxapyroxad,Dissipation kinetics and biological degradation by yeast and dietary risk assessment of fluxapyroxad in apples..pdf,www.nature.com/scientificreports,10.1038/s41598-020-78177-6; 10.1186/1475-2891-3-5; 10.1371/journ,2017; 2018; 2019; 2020,is able to degrade,42,16,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707,63,23,20,7,1,0,0,"www.nature.com/scientificreports OPEN Dissipation kinetics and biological degradation by yeast and dietary risk assessment of fluxapyroxad in apples Magdalena Podbielska*, Paulina Książek & Ewa Szpyrka The aim of this study was to investigate the dissipation kinetics of fluxapyroxad in apples, the influence of biological treatment with yeast, and the estimation of dietary exposure for consumers, both adults and children. The gas chromatography technique with the electron capture detector was used to analyse the fluxapyroxad residues. Samples of apples were prepared by the quick, easy, cheap, effective, rugged and safe (QuEChERS) m",229,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Isopyrazam,Simultaneous Determination of the Residues of Isopyrazam Isomers and Their Metabolites in Soil and Tomatoes by Ultraperformance Liquid Chromatography-Tandem Mass Spectrometry..pdf,pubs.acs.org/JAFC Article,10.1021/acs.jafc.0c02081,2017; 2018; 2020; 2021,,81,11,36,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Isopyrazam/PesticideDB_curation_Isopyrazam_20260707,15,8,11,7,1,0,0,"pubs.acs.org/JAFC Article Simultaneous Determination of the Residues of Isopyrazam Isomers and Their Metabolites in Soil and Tomatoes by Ultraperformance Liquid Chromatography-Tandem Mass Spectrometry Kuan Fang, Yalei Liu, Xiaolian Zhang, Jianwei Fang, Dan Chen, Tong Liu,* and Xiuguo Wang* Cite This: J. Agric. Food Chem. 2021, 69, 756−766 Read Online ACCESS Metrics & More Article Recommendations * sı Supporting Information Downloaded via BUTLER UNIV on May 15, 2021 at 06:22:25 (UTC). ABSTRACT: An eﬀective and sensitive method for the determination of isopyrazam (IZM) isomers",229,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Soil and entomopathogenic fungi with potential for biodegradation of insecticides degradation of flubendiamide in vivo by fungi and in vitro by laccase.pdf,Annals of Microbiology (2019) 69:1517–1529,10.1007/s13213-019-01536-w,2016; 2017; 2018; 2019,JUANT070; JUANT070 and B. rhodina; JUANT070 and in vitro; JUANT070 formed an inde-; JUSOLCL039 The genus Neurospora; JUSOLCL039 in by salts,75,29,29,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,24,16,23,7,1,0,0,"hat causes loss of insect muscle functions leading to paralysis and death. The objective was to screen for filamentous fungi in soils where insecticides had been applied, to isolate entomopathogenic fungi from insect larva (Anticarsia gemmatalis) that infest soybean crops, and to use these in biodegradation of insecticides. Method Filamentous fungi were isolated from soils, and growth inhibition was evaluated on solid medium containing commercial insecticides, Belt® (flubendiamide) and Actara® (thiamethoxam). A total of 133 fungi were isolated from soil and 80 entomopathogenic fungi from insect larva. Based on growth inhibition tests, ten soil fungi, 2 entomopathogenic fungi, and Botryosphaeria rhodina MAMB-05 (reference standard) were selected for growth on commercial insecticides in solid media. Fungi were grown in submerged fermentation on media containing commercial insecticides and",229,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
